watch_id,user_id,show_id,watch_minutes,watch_date
W00698,U0109,S017,108,2026-04-16
W00699,U0424,S014,44,2026-04-14
W00700,U0432,S013,93,2026-07-26
W00701,U0312,S017,150,2026-07-28
W00702,U0189,S006,58,2026-04-06
W00703,U0302,S017,145,2026-04-16
W00704,U0043,S020,133,2026-09-12
W00705,U0353,S026,48,2026-08-20
W00706,U0341,S021,71,2026-06-30
W00707,U0106,S011,63,2026-07-30
W00708,U0382,S009,18,2026-07-04
W00709,U0344,S005,58,2026-06-29
W00710,U0041,S017,97,2026-08-10
W00711,U0277,S019,68,2026-07-22
W00712,U0423,S023,50,2026-06-24
W00713,U0039,S013,20,2026-04-14
W00714,U0494,S019,148,2026-09-01
W00715,U0333,S014,54,2026-07-09
W00716,U0001,S008,117,2026-09-09
W00717,U0019,S012,81,2026-05-30
W00718,U0456,S029,118,2026-04-30
W00719,U0268,S029,170,2026-04-17
W00720,U0301,S026,112,2026-04-28
W00721,U0476,S026,17,2026-05-08
W00722,U0153,S027,96,2026-04-28
W00723,U0158,S013,93,2026-09-12
W00724,U0338,S018,77,2026-05-21
W00725,U0478,S001,136,2026-06-04
W00726,U0420,S018,156,2026-06-06
W00727,U0239,S028,177,2026-04-05
W00728,U0084,S017,85,2026-07-15
W00729,U0378,S019,152,2026-06-26
W00730,U0041,S007,11,2026-09-09
W00731,U0447,S029,114,2026-09-10
W00732,U0202,S002,60,2026-05-19
W00733,U0331,S013,19,2026-05-25
W00734,U0398,S018,60,2026-05-22
W00735,U0118,S009,130,2026-06-13
W00736,U0039,S028,12,2026-04-18
W00737,U0084,S006,164,2026-07-12
W00738,U0117,S002,102,2026-07-18
W00739,U0166,S003,153,2026-08-21
W00740,U0350,S008,11,2026-08-16
W00741,U0081,S009,21,2026-06-24
W00742,U0419,S011,74,2026-04-06
W00743,U0311,S013,110,2026-04-25
W00744,U0213,S030,58,2026-06-04
W00745,U0127,S025,32,2026-07-27
W00746,U0408,S025,47,2026-06-13
W00747,U0284,S021,116,2026-08-28
W00748,U0146,S004,108,2026-06-05
W00749,U0429,S023,82,2026-04-11
W00750,U0437,S006,131,2026-03-26
W00751,U0030,S028,117,2026-04-21
W00752,U0354,S003,165,2026-04-15
W00753,U0172,S015,50,2026-04-16
W00754,U0063,S023,113,2026-05-27
W00755,U0075,S016,169,2026-05-25
W00756,U0313,S022,109,2026-06-13
W00757,U0380,S001,161,2026-07-15
W00758,U0167,S002,165,2026-07-05
W00759,U0421,S007,174,2026-09-14
W00760,U0056,S001,56,2026-07-26
W00761,U0148,S019,166,2026-06-18
W00762,U0202,S028,155,2026-06-12
W00763,U0476,S003,180,2026-09-03
W00764,U0495,S027,135,2026-06-09
W00765,U0395,S017,122,2026-05-16
W00766,U0294,S005,145,2026-05-13
W00767,U0418,S016,125,2026-05-23
W00768,U0440,S012,74,2026-04-12
W00769,U0031,S004,122,2026-08-26
W00770,U0365,S018,78,2026-07-29
W00771,U0414,S024,97,2026-07-17
W00772,U0443,S003,84,2026-08-07
W00773,U0045,S004,163,2026-09-08
W00774,U0155,S014,116,2026-08-26
W00775,U0448,S027,60,2026-04-21
W00776,U0306,S006,68,2026-07-25
W00777,U0125,S015,39,2026-05-09
W00778,U0426,S005,131,2026-06-15
W00779,U0125,S005,179,2026-05-24
W00780,U0124,S005,44,2026-04-02
W00781,U0087,S006,27,2026-06-05
W00782,U0201,S017,38,2026-07-23
W00783,U0077,S027,135,2026-07-15
W00784,U0500,S017,118,2026-03-23
W00785,U0224,S016,31,2026-04-11
W00786,U0068,S005,174,2026-06-20
W00787,U0489,S017,150,2026-07-27
W00788,U0162,S013,95,2026-05-19
W00789,U0309,S027,96,2026-04-23
W00790,U0435,S003,51,2026-07-18
W00791,U0354,S013,60,2026-06-17
W00792,U0250,S017,94,2026-07-31
W00793,U0430,S012,30,2026-05-29
W00794,U0300,S011,112,2026-06-25
W00795,U0324,S019,138,2026-07-01
W00796,U0092,S024,134,2026-05-10
W00797,U0483,S013,120,2026-07-14
W00798,U0354,S011,26,2026-04-10
W00799,U0099,S028,91,2026-07-04
W00800,U0104,S022,161,2026-09-16
W00801,U0250,S019,174,2026-06-29
W00802,U0487,S021,17,2026-09-17
W00803,U0284,S005,154,2026-06-05
W00804,U0101,S004,127,2026-08-14
W00805,U0147,S027,126,2026-09-02
W00806,U0354,S011,63,2026-06-03
W00807,U0173,S015,149,2026-06-28
W00808,U0246,S021,148,2026-07-15
W00809,U0487,S028,14,2026-04-05
W00810,U0465,S024,29,2026-04-16
W00811,U0425,S014,21,2026-03-25
W00812,U0070,S017,124,2026-04-15
W00813,U0147,S026,57,2026-08-20
W00814,U0108,S012,61,2026-06-01
W00815,U0352,S006,111,2026-03-23
W00816,U0075,S001,160,2026-04-19
W00817,U0399,S027,91,2026-04-26
W00818,U0092,S019,13,2026-04-19
W00819,U0391,S013,172,2026-08-13
W00820,U0048,S009,81,2026-06-26
W00821,U0116,S013,90,2026-08-15
W00822,U0337,S017,105,2026-07-01
W00823,U0328,S019,72,2026-07-21
W00824,U0294,S003,78,2026-08-15
W00825,U0013,S015,40,2026-07-28
W00826,U0208,S018,31,2026-05-22
W00827,U0349,S022,180,2026-04-14
W00828,U0323,S022,147,2026-06-28
W00829,U0298,S030,30,2026-08-05
W00830,U0464,S012,178,2026-06-17
W00831,U0152,S003,39,2026-04-22
W00832,U0057,S030,56,2026-04-29
W00833,U0163,S019,123,2026-03-29
W00834,U0264,S026,122,2026-09-05
W00835,U0488,S007,39,2026-09-02
W00836,U0135,S003,74,2026-03-28
W00837,U0292,S025,46,2026-08-14
W00838,U0001,S015,46,2026-07-13
W00839,U0141,S008,145,2026-04-30
W00840,U0389,S028,137,2026-08-13
W00841,U0201,S001,173,2026-08-18
W00842,U0035,S002,113,2026-08-27
W00843,U0023,S009,43,2026-05-30
W00844,U0430,S014,137,2026-08-13
W00845,U0260,S030,111,2026-06-05
W00846,U0075,S003,81,2026-08-26
W00847,U0259,S014,43,2026-07-26
W00848,U0045,S029,92,2026-09-08
W00849,U0123,S006,25,2026-05-03
W00850,U0066,S008,154,2026-07-25
W00851,U0375,S002,133,2026-05-11
W00852,U0144,S006,75,2026-04-24
W00853,U0450,S026,22,2026-07-22
W00854,U0184,S015,168,2026-09-12
W00855,U0290,S007,145,2026-05-14
W00856,U0215,S014,129,2026-09-16
W00857,U0382,S023,36,2026-04-25
W00858,U0118,S029,62,2026-04-02
W00859,U0295,S001,154,2026-08-16
W00860,U0233,S030,22,2026-04-24
W00861,U0021,S019,62,2026-08-15
W00862,U0275,S025,34,2026-07-11
W00863,U0214,S017,32,2026-08-21
W00864,U0032,S030,83,2026-07-04
W00865,U0010,S004,63,2026-04-20
W00866,U0052,S020,169,2026-06-19
W00867,U0370,S014,165,2026-07-18
W00868,U0366,S020,62,2026-06-22
W00869,U0408,S015,31,2026-07-13
W00870,U0030,S004,68,2026-09-15
W00871,U0471,S008,21,2026-09-13
W00872,U0119,S014,43,2026-05-05
W00873,U0338,S024,107,2026-07-03
W00874,U0127,S011,114,2026-08-19
W00875,U0204,S017,88,2026-09-17
W00876,U0441,S017,102,2026-05-09
W00877,U0154,S018,105,2026-05-04
W00878,U0214,S006,96,2026-04-25
W00879,U0088,S018,17,2026-04-24
W00880,U0425,S006,78,2026-05-18
W00881,U0428,S025,73,2026-07-08
W00882,U0157,S028,148,2026-06-23
W00883,U0121,S001,116,2026-05-26
W00884,U0147,S009,164,2026-07-11
W00885,U0162,S012,109,2026-06-05
W00886,U0338,S015,60,2026-04-28
W00887,U0141,S019,121,2026-04-25
W00888,U0056,S012,174,2026-05-13
W00889,U0401,S026,166,2026-05-16
W00890,U0417,S028,129,2026-04-05
W00891,U0439,S010,32,2026-04-11
W00892,U0213,S021,22,2026-07-28
W00893,U0101,S001,33,2026-04-18
W00894,U0364,S011,26,2026-04-04
W00895,U0452,S015,34,2026-07-03
W00896,U0094,S009,30,2026-05-03
W00897,U0340,S019,149,2026-04-11
W00898,U0293,S010,154,2026-05-13
W00899,U0101,S022,57,2026-07-18
W00900,U0359,S028,50,2026-06-07
W00901,U0355,S015,155,2026-07-05
W00902,U0256,S014,114,2026-04-02
W00903,U0380,S007,22,2026-04-18
W00904,U0210,S005,150,2026-05-10
W00905,U0100,S002,25,2026-07-15
W00906,U0137,S009,175,2026-09-08
W00907,U0459,S022,109,2026-06-14
W00908,U0109,S023,171,2026-06-16
W00909,U0393,S024,17,2026-09-10
W00910,U0263,S004,27,2026-04-19
W00911,U0003,S028,79,2026-09-11
W00912,U0492,S012,158,2026-06-06
W00913,U0028,S008,63,2026-09-04
W00914,U0438,S001,109,2026-04-03
W00915,U0021,S028,22,2026-05-04
W00916,U0313,S017,127,2026-05-04
W00917,U0054,S010,62,2026-09-18
W00918,U0044,S015,62,2026-05-25
W00919,U0074,S014,22,2026-09-01
W00920,U0165,S006,33,2026-04-21
W00921,U0258,S022,90,2026-09-06
W00922,U0356,S014,147,2026-06-02
W00923,U0163,S025,140,2026-04-28
W00924,U0111,S006,26,2026-06-02
W00925,U0268,S022,125,2026-09-08
W00926,U0024,S029,180,2026-09-12
W00927,U0409,S004,131,2026-08-14
W00928,U0188,S026,74,2026-09-15
W00929,U0340,S023,165,2026-03-29
W00930,U0272,S015,113,2026-04-07
W00931,U0092,S026,36,2026-07-03
W00932,U0181,S010,171,2026-08-02
W00933,U0421,S006,144,2026-05-09
W00934,U0480,S021,162,2026-06-30
W00935,U0033,S023,16,2026-07-03
W00936,U0244,S025,135,2026-07-14
W00937,U0012,S016,52,2026-05-21
W00938,U0373,S004,144,2026-04-03
W00939,U0228,S015,60,2026-07-30
W00940,U0457,S011,17,2026-05-05
W00941,U0225,S023,54,2026-07-23
W00942,U0214,S027,141,2026-05-14
W00943,U0104,S003,166,2026-07-20
W00944,U0489,S029,107,2026-07-22
W00945,U0226,S028,88,2026-04-08
W00946,U0124,S023,13,2026-04-27
W00947,U0090,S008,146,2026-04-04
W00948,U0119,S005,65,2026-07-12
W00949,U0096,S020,84,2026-09-09
W00950,U0143,S028,31,2026-04-12
W00951,U0233,S017,68,2026-09-05
W00952,U0090,S012,115,2026-04-03
W00953,U0441,S026,34,2026-05-03
W00954,U0394,S027,54,2026-05-27
W00955,U0339,S011,113,2026-05-08
W00956,U0068,S015,104,2026-06-01
W00957,U0412,S011,74,2026-04-06
W00958,U0049,S015,61,2026-04-07
W00959,U0102,S024,66,2026-08-08
W00960,U0047,S009,35,2026-09-15
W00961,U0241,S018,14,2026-07-22
W00962,U0084,S020,114,2026-09-18
W00963,U0459,S024,63,2026-05-13
W00964,U0161,S018,175,2026-07-05
W00965,U0411,S002,24,2026-05-20
W00966,U0224,S029,131,2026-04-24
W00967,U0277,S014,143,2026-09-10
W00968,U0294,S030,95,2026-06-15
W00969,U0446,S018,87,2026-04-10
W00970,U0202,S014,150,2026-05-14
W00971,U0223,S030,12,2026-08-11
W00972,U0478,S006,102,2026-04-13
W00973,U0008,S012,117,2026-08-17
W00974,U0161,S017,84,2026-04-05
W00975,U0333,S018,20,2026-04-08
W00976,U0351,S028,79,2026-08-03
W00977,U0169,S016,77,2026-04-26
W00978,U0355,S028,57,2026-09-10
W00979,U0184,S027,99,2026-08-06
W00980,U0446,S025,85,2026-04-08
W00981,U0139,S005,98,2026-08-21
W00982,U0274,S019,64,2026-04-23
W00983,U0358,S022,163,2026-04-08
W00984,U0390,S004,117,2026-04-26
W00985,U0371,S029,68,2026-05-10
W00986,U0125,S002,26,2026-09-10
W00987,U0107,S011,89,2026-07-02
W00988,U0450,S002,17,2026-04-21
W00989,U0141,S010,17,2026-05-02
W00990,U0478,S004,103,2026-05-28
W00991,U0321,S011,48,2026-04-08
W00992,U0081,S027,93,2026-05-17
W00993,U0088,S018,95,2026-07-30
W00994,U0093,S022,53,2026-08-11
W00995,U0137,S005,83,2026-09-11
W00996,U0036,S005,165,2026-07-07
W00997,U0426,S011,179,2026-04-08
W00998,U0252,S008,75,2026-04-28
W00999,U0055,S008,100,2026-07-30
W01000,U0278,S005,164,2026-05-09
W01001,U0377,S029,117,2026-08-07
W01002,U0141,S013,19,2026-07-31
W01003,U0228,S009,164,2026-07-01
W01004,U0034,S019,138,2026-09-07
W01005,U0160,S025,102,2026-05-08
W01006,U0327,S017,76,2026-07-09
W01007,U0468,S020,126,2026-04-18
W01008,U0094,S003,108,2026-03-28
W01009,U0113,S007,100,2026-08-02
W01010,U0346,S014,26,2026-06-04
W01011,U0274,S013,125,2026-08-03
W01012,U0349,S020,100,2026-05-29
W01013,U0082,S004,123,2026-06-22
W01014,U0257,S026,163,2026-08-20
W01015,U0365,S020,125,2026-07-24
W01016,U0343,S010,68,2026-08-10
W01017,U0203,S009,114,2026-08-18
W01018,U0389,S026,154,2026-05-18
W01019,U0278,S002,178,2026-07-03
W01020,U0221,S004,148,2026-03-23
W01021,U0312,S019,158,2026-08-03
W01022,U0099,S012,35,2026-08-20
W01023,U0371,S019,118,2026-06-13
W01024,U0188,S007,56,2026-05-31
W01025,U0327,S026,49,2026-04-21
W01026,U0133,S021,141,2026-09-01
W01027,U0279,S010,93,2026-09-09
W01028,U0399,S018,125,2026-04-16
W01029,U0109,S029,145,2026-04-16
W01030,U0041,S016,156,2026-06-09
W01031,U0112,S007,55,2026-07-28
W01032,U0412,S014,77,2026-06-07
W01033,U0378,S015,174,2026-08-31
W01034,U0385,S003,120,2026-03-26
W01035,U0280,S027,49,2026-07-11
W01036,U0447,S029,173,2026-09-16
W01037,U0482,S029,33,2026-07-27
W01038,U0024,S010,13,2026-07-27
W01039,U0323,S002,125,2026-07-30
W01040,U0279,S013,78,2026-07-13
W01041,U0351,S030,71,2026-08-15
W01042,U0169,S025,63,2026-06-09
W01043,U0326,S005,66,2026-09-11
W01044,U0138,S008,144,2026-08-19
W01045,U0103,S006,94,2026-05-21
W01046,U0317,S020,12,2026-05-09
W01047,U0384,S019,95,2026-04-04
W01048,U0303,S004,85,2026-06-23
W01049,U0038,S019,173,2026-06-05
W01050,U0239,S009,150,2026-05-14
W01051,U0343,S026,59,2026-04-17
W01052,U0030,S030,110,2026-08-07
W01053,U0025,S016,164,2026-06-15
W01054,U0435,S014,135,2026-05-11
W01055,U0496,S027,56,2026-07-03
W01056,U0374,S004,48,2026-08-12
W01057,U0016,S024,31,2026-05-01
W01058,U0213,S022,158,2026-07-21
W01059,U0456,S017,25,2026-07-16
W01060,U0059,S023,40,2026-05-12
W01061,U0426,S010,41,2026-08-03
W01062,U0443,S002,18,2026-08-08
W01063,U0465,S011,19,2026-03-23
W01064,U0214,S025,26,2026-08-01
W01065,U0324,S016,120,2026-06-21
W01066,U0153,S027,158,2026-07-30
W01067,U0357,S006,74,2026-05-06
W01068,U0191,S025,60,2026-07-11
W01069,U0292,S017,136,2026-09-07
W01070,U0088,S002,113,2026-07-09
W01071,U0271,S007,132,2026-06-18
W01072,U0198,S001,160,2026-05-02
W01073,U0378,S007,135,2026-04-04
W01074,U0313,S017,171,2026-04-22
W01075,U0251,S009,82,2026-07-11
W01076,U0141,S006,15,2026-05-13
W01077,U0340,S020,12,2026-08-14
W01078,U0337,S017,85,2026-07-08
W01079,U0368,S015,118,2026-08-20
W01080,U0183,S001,90,2026-05-13
W01081,U0451,S026,24,2026-08-09
W01082,U0100,S004,155,2026-08-09
W01083,U0369,S019,52,2026-09-17
W01084,U0372,S003,87,2026-08-18
W01085,U0314,S001,23,2026-08-03
W01086,U0162,S029,141,2026-04-13
W01087,U0216,S027,166,2026-06-02
W01088,U0339,S006,130,2026-07-15
W01089,U0481,S017,177,2026-08-04
W01090,U0339,S021,36,2026-05-19
W01091,U0336,S006,22,2026-07-29
W01092,U0240,S030,156,2026-04-17
W01093,U0204,S016,132,2026-07-10
W01094,U0043,S010,98,2026-08-10
W01095,U0148,S004,160,2026-05-29
W01096,U0002,S024,31,2026-07-31
W01097,U0371,S025,81,2026-07-01
W01098,U0007,S014,128,2026-04-16
W01099,U0451,S018,25,2026-07-25
W01100,U0083,S019,81,2026-04-22
W01101,U0124,S001,122,2026-07-27
W01102,U0012,S030,62,2026-04-25
W01103,U0331,S005,36,2026-04-24
W01104,U0140,S017,143,2026-05-12
W01105,U0097,S005,66,2026-08-17
W01106,U0412,S014,78,2026-05-08
W01107,U0118,S024,68,2026-06-28
W01108,U0033,S030,59,2026-08-03
W01109,U0368,S009,28,2026-07-04
W01110,U0214,S005,132,2026-06-17
W01111,U0450,S030,56,2026-09-02
W01112,U0167,S004,42,2026-04-16
W01113,U0141,S020,144,2026-05-02
W01114,U0079,S023,23,2026-07-03
W01115,U0215,S019,137,2026-08-04
W01116,U0310,S029,157,2026-08-25
W01117,U0029,S024,91,2026-07-12
W01118,U0319,S010,114,2026-09-13
W01119,U0057,S008,71,2026-08-21
W01120,U0157,S010,26,2026-04-18
W01121,U0322,S006,67,2026-06-24
W01122,U0325,S028,71,2026-07-10
W01123,U0169,S005,91,2026-08-11
W01124,U0474,S020,178,2026-07-31
W01125,U0433,S027,80,2026-06-09
W01126,U0387,S010,107,2026-08-31
W01127,U0345,S003,11,2026-06-30
W01128,U0124,S024,83,2026-05-24
W01129,U0166,S022,163,2026-07-03
W01130,U0427,S023,48,2026-06-05
W01131,U0219,S029,29,2026-07-19
W01132,U0475,S009,157,2026-05-20
W01133,U0108,S019,93,2026-06-11
W01134,U0483,S015,75,2026-05-07
W01135,U0414,S021,43,2026-05-28
W01136,U0406,S003,143,2026-06-22
W01137,U0207,S027,19,2026-07-28
W01138,U0073,S001,105,2026-05-31
W01139,U0048,S006,109,2026-08-31
W01140,U0059,S028,11,2026-07-06
W01141,U0413,S004,74,2026-07-09
W01142,U0083,S026,19,2026-05-10
W01143,U0309,S015,68,2026-04-08
W01144,U0150,S019,57,2026-07-15
W01145,U0405,S027,31,2026-07-18
W01146,U0356,S002,167,2026-06-15
W01147,U0025,S013,37,2026-06-30
W01148,U0449,S017,54,2026-06-25
W01149,U0068,S007,58,2026-03-27
W01150,U0137,S004,92,2026-08-07
W01151,U0385,S010,173,2026-07-21
W01152,U0073,S013,55,2026-07-17
W01153,U0106,S006,175,2026-05-09
W01154,U0145,S010,123,2026-04-23
W01155,U0283,S022,172,2026-07-23
W01156,U0244,S027,94,2026-08-25
W01157,U0127,S025,165,2026-07-05
W01158,U0367,S015,141,2026-05-01
W01159,U0093,S027,82,2026-06-06
W01160,U0411,S026,156,2026-04-01
W01161,U0248,S028,26,2026-08-09
W01162,U0043,S025,50,2026-05-26
W01163,U0170,S018,177,2026-04-04
W01164,U0039,S017,160,2026-08-28
W01165,U0111,S020,56,2026-04-13
W01166,U0063,S001,119,2026-08-16
W01167,U0069,S011,43,2026-05-18
W01168,U0296,S011,70,2026-08-13
W01169,U0434,S003,71,2026-06-08
W01170,U0314,S001,84,2026-06-30
W01171,U0016,S018,103,2026-04-10
W01172,U0304,S023,147,2026-07-14
W01173,U0338,S006,136,2026-06-23
W01174,U0275,S004,72,2026-08-07
W01175,U0077,S024,140,2026-06-23
W01176,U0458,S006,74,2026-06-26
W01177,U0376,S027,17,2026-06-12
W01178,U0179,S014,82,2026-09-13
W01179,U0390,S011,98,2026-04-12
W01180,U0295,S017,37,2026-06-29
W01181,U0353,S022,46,2026-09-03
W01182,U0137,S018,65,2026-05-21
W01183,U0187,S021,11,2026-07-03
W01184,U0445,S026,116,2026-06-12
W01185,U0123,S028,177,2026-07-07
W01186,U0420,S018,116,2026-07-11
W01187,U0037,S015,101,2026-08-01
W01188,U0018,S002,72,2026-05-03
W01189,U0150,S011,13,2026-06-21
W01190,U0214,S007,70,2026-08-07
W01191,U0363,S022,97,2026-04-19
W01192,U0324,S028,138,2026-06-11
W01193,U0311,S003,175,2026-03-24
W01194,U0242,S025,138,2026-05-15
W01195,U0102,S006,94,2026-09-09
W01196,U0496,S029,142,2026-07-31
W01197,U0497,S010,101,2026-05-13
W01198,U0021,S018,118,2026-04-28
W01199,U0303,S020,92,2026-08-07
W01200,U0291,S004,78,2026-08-19
W01201,U0129,S004,149,2026-08-23
W01202,U0444,S027,65,2026-04-11
W01203,U0234,S023,162,2026-06-19
W01204,U0277,S029,72,2026-07-28
W01205,U0378,S020,97,2026-08-01
W01206,U0153,S013,64,2026-05-16
W01207,U0302,S023,105,2026-05-26
W01208,U0389,S004,119,2026-06-15
W01209,U0490,S017,115,2026-07-17
W01210,U0314,S007,89,2026-08-21
W01211,U0097,S017,70,2026-04-17
W01212,U0137,S006,118,2026-03-24
W01213,U0035,S007,159,2026-05-08
W01214,U0425,S022,14,2026-07-08
W01215,U0426,S023,85,2026-03-30
W01216,U0471,S016,167,2026-08-07
W01217,U0313,S022,38,2026-07-08
W01218,U0239,S005,96,2026-08-10
W01219,U0141,S014,125,2026-05-16
W01220,U0495,S016,160,2026-05-16
W01221,U0045,S017,113,2026-07-09
W01222,U0085,S002,143,2026-04-13
W01223,U0108,S018,103,2026-08-22
W01224,U0150,S022,42,2026-05-15
W01225,U0414,S017,135,2026-04-09
W01226,U0235,S010,131,2026-07-29
W01227,U0138,S015,124,2026-07-24
W01228,U0420,S002,37,2026-05-18
W01229,U0011,S014,176,2026-03-23
W01230,U0247,S015,136,2026-05-08
W01231,U0147,S022,152,2026-07-29
W01232,U0382,S028,161,2026-04-26
W01233,U0072,S011,146,2026-09-16
W01234,U0175,S001,28,2026-03-23
W01235,U0195,S010,177,2026-08-08
W01236,U0175,S010,166,2026-08-01
W01237,U0434,S002,150,2026-08-15
W01238,U0246,S001,171,2026-08-27
W01239,U0093,S016,57,2026-07-14
W01240,U0433,S021,73,2026-08-26
W01241,U0317,S029,48,2026-04-28
W01242,U0128,S024,35,2026-04-28
W01243,U0017,S007,22,2026-05-30
W01244,U0325,S026,58,2026-07-02
W01245,U0451,S007,67,2026-05-28
W01246,U0305,S007,62,2026-04-30
W01247,U0193,S017,71,2026-04-26
W01248,U0017,S011,34,2026-04-27
W01249,U0251,S029,140,2026-03-27
W01250,U0207,S029,126,2026-08-14
W01251,U0491,S026,133,2026-05-02
W01252,U0144,S025,63,2026-05-02
W01253,U0156,S009,129,2026-03-30
W01254,U0312,S001,102,2026-08-25
W01255,U0086,S016,178,2026-09-09
W01256,U0499,S012,127,2026-05-21
W01257,U0233,S007,166,2026-06-21
W01258,U0339,S019,178,2026-08-09
W01259,U0429,S015,140,2026-07-23
W01260,U0139,S021,39,2026-08-13
W01261,U0057,S008,155,2026-04-20
W01262,U0435,S016,145,2026-05-10
W01263,U0022,S006,113,2026-04-23
W01264,U0292,S015,125,2026-07-26
W01265,U0313,S017,91,2026-04-18
W01266,U0322,S013,54,2026-08-07
W01267,U0335,S020,132,2026-05-20
W01268,U0234,S029,76,2026-04-29
W01269,U0339,S003,73,2026-06-22
W01270,U0040,S027,71,2026-08-03
W01271,U0132,S027,69,2026-09-09
W01272,U0372,S011,131,2026-05-13
W01273,U0479,S011,105,2026-08-12
W01274,U0347,S030,139,2026-04-01
W01275,U0062,S017,146,2026-07-21
W01276,U0348,S028,70,2026-08-19
W01277,U0207,S016,162,2026-06-17
W01278,U0420,S008,67,2026-03-29
W01279,U0357,S016,71,2026-06-22
W01280,U0295,S026,108,2026-05-25
W01281,U0485,S019,53,2026-08-28
W01282,U0029,S027,80,2026-07-16
W01283,U0092,S009,136,2026-06-30
W01284,U0220,S006,166,2026-05-28
W01285,U0442,S017,153,2026-09-05
W01286,U0215,S003,30,2026-05-26
W01287,U0064,S026,45,2026-04-04
W01288,U0490,S005,71,2026-05-05
W01289,U0426,S012,179,2026-05-20
W01290,U0445,S013,20,2026-09-11
W01291,U0054,S016,17,2026-07-27
W01292,U0104,S027,66,2026-07-15
W01293,U0040,S013,139,2026-05-16
W01294,U0094,S030,147,2026-04-25
W01295,U0300,S011,89,2026-04-24
W01296,U0081,S026,11,2026-09-13
W01297,U0178,S012,124,2026-08-30
W01298,U0346,S023,155,2026-08-29
W01299,U0318,S017,137,2026-07-03
W01300,U0062,S006,175,2026-07-30
W01301,U0451,S030,70,2026-05-30
W01302,U0129,S030,165,2026-05-29
W01303,U0405,S026,119,2026-08-07
W01304,U0269,S027,109,2026-08-06
W01305,U0391,S022,83,2026-07-22
W01306,U0487,S021,141,2026-08-14
W01307,U0480,S023,128,2026-04-07
W01308,U0326,S024,93,2026-06-04
W01309,U0357,S020,170,2026-05-11
W01310,U0028,S008,10,2026-08-30
W01311,U0165,S022,79,2026-04-15
W01312,U0381,S021,105,2026-07-28
W01313,U0163,S015,14,2026-05-19
W01314,U0316,S024,55,2026-07-02
W01315,U0178,S016,143,2026-07-29
W01316,U0217,S024,119,2026-04-18
W01317,U0187,S024,166,2026-03-31
W01318,U0455,S008,86,2026-04-30
W01319,U0230,S018,11,2026-07-17
W01320,U0264,S011,134,2026-07-17
W01321,U0256,S006,36,2026-06-23
W01322,U0276,S012,52,2026-06-12
W01323,U0445,S027,70,2026-07-13
W01324,U0458,S003,118,2026-04-01
W01325,U0347,S003,104,2026-08-20
W01326,U0143,S016,22,2026-07-16
W01327,U0369,S003,158,2026-09-01
W01328,U0499,S022,167,2026-08-06
W01329,U0304,S021,44,2026-07-18
W01330,U0086,S006,168,2026-04-13
W01331,U0462,S024,123,2026-06-26
W01332,U0433,S004,169,2026-06-05
W01333,U0183,S015,108,2026-07-04
W01334,U0003,S016,94,2026-06-08
W01335,U0125,S010,92,2026-06-11
W01336,U0025,S004,70,2026-05-25
W01337,U0029,S019,180,2026-07-24
W01338,U0450,S010,70,2026-08-31
W01339,U0427,S025,29,2026-07-12
W01340,U0048,S019,96,2026-06-01
W01341,U0408,S011,119,2026-05-22
W01342,U0482,S023,37,2026-05-06
W01343,U0197,S027,142,2026-04-27
W01344,U0051,S021,21,2026-09-11
W01345,U0050,S004,122,2026-05-03
W01346,U0170,S020,175,2026-05-24
W01347,U0409,S014,41,2026-04-15
W01348,U0395,S029,155,2026-04-15
W01349,U0155,S023,129,2026-08-09
W01350,U0471,S011,30,2026-05-13
W01351,U0428,S005,96,2026-09-05
W01352,U0425,S027,98,2026-05-27
W01353,U0489,S022,159,2026-04-29
W01354,U0339,S001,73,2026-07-05
W01355,U0327,S004,152,2026-03-25
W01356,U0104,S012,159,2026-06-30
W01357,U0214,S018,102,2026-07-09
W01358,U0430,S014,157,2026-08-31
W01359,U0434,S016,170,2026-05-17
W01360,U0375,S027,52,2026-09-01
W01361,U0207,S012,49,2026-04-26
W01362,U0118,S020,175,2026-07-16
W01363,U0131,S028,99,2026-04-02
W01364,U0094,S013,75,2026-07-28
W01365,U0293,S017,75,2026-07-19
W01366,U0292,S022,35,2026-07-21
W01367,U0075,S008,117,2026-08-29
W01368,U0424,S011,159,2026-06-06
W01369,U0148,S008,38,2026-07-01
W01370,U0296,S026,167,2026-04-03
W01371,U0209,S020,125,2026-05-28
W01372,U0439,S016,71,2026-06-23
W01373,U0235,S007,54,2026-08-24
W01374,U0443,S015,164,2026-04-04
W01375,U0181,S023,97,2026-05-17
W01376,U0256,S009,172,2026-06-02
W01377,U0179,S020,46,2026-05-10
W01378,U0234,S017,128,2026-03-29
W01379,U0313,S008,104,2026-04-11
W01380,U0373,S030,119,2026-05-06
W01381,U0276,S028,62,2026-09-06
W01382,U0119,S012,26,2026-03-25
W01383,U0064,S010,103,2026-05-31
W01384,U0413,S019,20,2026-07-29
W01385,U0098,S018,80,2026-08-12
W01386,U0364,S026,43,2026-04-01
W01387,U0251,S020,59,2026-04-07
W01388,U0358,S024,147,2026-08-16
W01389,U0416,S020,24,2026-07-08
W01390,U0485,S020,140,2026-07-06
W01391,U0293,S030,49,2026-07-24
W01392,U0072,S008,65,2026-06-16
W01393,U0407,S008,148,2026-08-03
W01394,U0110,S008,102,2026-09-13
W01395,U0350,S024,69,2026-08-10
